Date time,Temperature,Wind Speed,Visibility,Cloud Cover,Relative Humidity,Conditions
4/14/2020 0:00,26,1.5,5.6,66.3,100,Partially cloudy
4/14/2020 1:00,26.1,3.6,6.4,68.5,98.9,Partially cloudy
4/14/2020 2:00,26,1.8,5,66.3,100,Partially cloudy
4/14/2020 3:00,26,3.3,5.4,50,94.23,Partially cloudy
4/14/2020 4:00,26,1.8,7.3,34.7,93.71,Partially cloudy
4/14/2020 5:00,26,3.6,6,35.2,94.23,Partially cloudy
4/14/2020 6:00,26,2.5,4.4,35.2,94.23,Partially cloudy
4/14/2020 7:00,27.3,0,6.4,34.7,89.11,Partially cloudy
4/14/2020 8:00,28,3.6,6,50,83.79,Partially cloudy
4/14/2020 9:00,29.8,7.8,6,50,73.63,Partially cloudy
4/14/2020 10:00,32.3,6.4,7.3,67.5,57.08,Partially cloudy
4/14/2020 11:00,33,10.4,7,50,49.4,Partially cloudy
4/14/2020 12:00,34.4,12.2,8,50,41.86,Partially cloudy
4/14/2020 13:00,34,8,10.9,88,42.81,Overcast
4/14/2020 14:00,33.6,13,9.2,88.8,46.06,Overcast
4/14/2020 15:00,28.4,21.8,7.2,88.8,79.12,Overcast
4/14/2020 16:00,30.1,7.7,9.1,86.1,67.43,Overcast
4/14/2020 17:00,30.6,12.3,8,72.6,66.3,Partially cloudy
4/14/2020 18:00,28.6,12.2,8,50,79,Partially cloudy
4/14/2020 19:00,27.2,11.1,9.1,52.8,82.3,Partially cloudy
4/14/2020 20:00,27,2.9,8,50,83.68,Partially cloudy
4/14/2020 21:00,27,1.8,8,50,88.84,Partially cloudy
4/14/2020 22:00,27.6,4.3,9.1,53.8,80.68,Partially cloudy
4/14/2020 23:00,27.6,2.9,8,50,85.8,Partially cloudy
4/15/2020 0:00,27,5.9,8,50,88.84,Partially cloudy
4/15/2020 1:00,26.1,3.9,9.1,50.9,90.09,Partially cloudy
4/15/2020 2:00,26,3.6,8,50,88.76,Partially cloudy
4/15/2020 3:00,25.6,1.1,8,35.2,94.22,Partially cloudy
4/15/2020 4:00,25.1,1.8,9.1,34.7,96.68,Partially cloudy
4/15/2020 5:00,25,4.3,8,35.2,94.19,Partially cloudy
4/15/2020 6:00,25.4,1.8,8,27,94.21,Partially cloudy
4/15/2020 7:00,27.8,5.8,10.4,25.9,83.57,Partially cloudy
4/15/2020 8:00,29,6.3,8,27,79.06,Partially cloudy
4/15/2020 9:00,30.4,5.4,8,50,71.16,Partially cloudy
4/15/2020 10:00,31.9,6.4,9.1,48.1,65.12,Partially cloudy
4/15/2020 11:00,33,5.4,8,50,55.8,Partially cloudy
4/15/2020 12:00,33.4,3.9,10,88.8,51.33,Overcast
4/15/2020 13:00,33.3,2,10.9,88,51.09,Overcast
4/15/2020 14:00,34.2,8.5,7.2,88.8,50.37,Overcast
4/15/2020 15:00,31,16.6,7,88.8,57.37,Overcast
4/15/2020 16:00,31,14,8.2,86.1,53.22,Overcast
4/15/2020 17:00,31,12.6,7,88.8,50.72,Overcast
4/15/2020 18:00,30.6,12.2,9.2,88.8,54.59,Overcast
4/15/2020 19:00,29.9,13.1,9.1,52.8,62.84,Partially cloudy
4/15/2020 20:00,29.2,8.6,8,50,68.57,Partially cloudy
4/15/2020 21:00,27,8.1,9,50,83.68,Partially cloudy
4/15/2020 22:00,26.7,4,10,48.1,89.18,Partially cloudy
4/15/2020 23:00,26,4.3,8.6,50,94.23,Partially cloudy
4/16/2020 0:00,26,3.9,8,35.2,90.95,Partially cloudy
4/16/2020 1:00,27,5.3,9.1,46.2,81.38,Partially cloudy
4/16/2020 2:00,27,13,8,50,78.78,Partially cloudy
4/16/2020 3:00,27,14.4,8,50,78.78,Partially cloudy
4/16/2020 4:00,27,15.5,9.1,50.9,76.42,Partially cloudy
4/16/2020 5:00,27,15.1,8,50,74.14,Partially cloudy
4/16/2020 6:00,27.4,12.6,8,27,76.92,Partially cloudy
4/16/2020 7:00,28.3,17.3,10.9,32,72.93,Partially cloudy
4/16/2020 8:00,29.4,14,10,35.2,62.86,Partially cloudy
4/16/2020 9:00,31.4,14.4,10,27,54.05,Partially cloudy
4/16/2020 10:00,32.4,17.5,10.9,28.2,50.43,Partially cloudy
4/16/2020 11:00,33.4,13.7,10,35.2,50.07,Partially cloudy
4/16/2020 12:00,33.6,11.5,10,50,47.78,Partially cloudy
4/16/2020 13:00,34,10.8,10.9,84.2,45.97,Overcast
4/16/2020 14:00,34.6,8.3,10,88.8,43.56,Overcast
4/16/2020 15:00,34,15.5,10,72.6,47.88,Partially cloudy
4/16/2020 16:00,33.5,15.7,10.9,48.1,48.25,Partially cloudy
4/16/2020 17:00,31.6,18.2,10,50,55.46,Partially cloudy
4/16/2020 18:00,30.6,14,10,50,61.7,Partially cloudy
4/16/2020 19:00,29.9,14.4,10.9,34.7,66.77,Partially cloudy
4/16/2020 20:00,29,11.2,10,35.2,71.85,Partially cloudy
4/16/2020 21:00,29,15.5,10,35.2,74.46,Partially cloudy
4/16/2020 22:00,28,19.6,10.9,34.7,78.92,Partially cloudy
4/16/2020 23:00,28,19.6,10,35.2,78.92,Partially cloudy
4/17/2020 0:00,28,13,10,35.2,78.92,Partially cloudy
4/17/2020 1:00,28,10.5,10.9,32.8,79,Partially cloudy
4/17/2020 2:00,28,12.2,10,35.2,78.92,Partially cloudy
4/17/2020 3:00,28,14.4,10,35.2,78.92,Partially cloudy
4/17/2020 4:00,27.1,13.1,10.9,32.8,83.21,Partially cloudy
4/17/2020 5:00,27,13.7,10,35.2,83.68,Partially cloudy
4/17/2020 6:00,27.4,13.4,10,27,81.7,Partially cloudy
4/17/2020 7:00,28.4,16.3,10.9,27.3,77.38,Partially cloudy
4/17/2020 8:00,30,17.6,10,27,70.29,Partially cloudy
4/17/2020 9:00,31.4,16.6,10,50,63.29,Partially cloudy
4/17/2020 10:00,32.4,16.7,10.9,50.9,58.09,Partially cloudy
4/17/2020 11:00,34,14,10,50,51.48,Partially cloudy
4/17/2020 12:00,34,10.4,10,88.8,49.65,Overcast
4/17/2020 13:00,34.8,15.4,12,81.9,48.68,Overcast
4/17/2020 14:00,34.6,18.9,10,50,49.24,Partially cloudy
4/17/2020 15:00,33.6,19.2,10,50,50.79,Partially cloudy
4/17/2020 16:00,32.9,18.8,10.9,40.8,51.37,Partially cloudy
4/17/2020 17:00,31.6,23.1,10,27,56.21,Partially cloudy
4/17/2020 18:00,30,17.3,10,35.2,66.18,Partially cloudy
4/17/2020 19:00,29,15,10.9,39.4,70.55,Partially cloudy
4/17/2020 20:00,29,15.8,10,35.2,74.46,Partially cloudy
4/17/2020 21:00,28.6,11.9,10,35.2,76.24,Partially cloudy
4/17/2020 22:00,28,12.4,10.9,39.4,83.65,Partially cloudy
4/17/2020 23:00,28,11.2,10,35.2,83.79,Partially cloudy
4/18/2020 0:00,28,11.9,10,35.2,83.79,Partially cloudy
4/18/2020 1:00,27,7,10.9,37.5,88.79,Partially cloudy
4/18/2020 2:00,27,8.6,10,35.2,88.84,Partially cloudy
4/18/2020 3:00,27,7.6,10,35.2,88.84,Partially cloudy
4/18/2020 4:00,26.5,3.9,10.9,34.7,90.88,Partially cloudy
4/18/2020 5:00,26,5.4,10,35.2,94.23,Partially cloudy
4/18/2020 6:00,26.4,4.3,8,27,94.25,Partially cloudy
4/18/2020 7:00,28,8.9,10.9,32,84.11,Partially cloudy
4/18/2020 8:00,30,14.8,10,50,75.46,Partially cloudy
4/18/2020 9:00,31,13.3,10,50,66.38,Partially cloudy
4/18/2020 10:00,31.1,10.5,10.9,67.5,62.16,Partially cloudy
4/18/2020 11:00,32,10.1,10,88.8,57.61,Overcast
4/18/2020 12:00,33.8,12.2,10,88.8,52.02,Overcast
4/18/2020 13:00,34.9,11.1,10.9,52.8,47.63,Partially cloudy
4/18/2020 14:00,35,12.6,10,50,46.43,Partially cloudy
4/18/2020 15:00,34.6,11.6,10,41.9,49.81,Partially cloudy
4/18/2020 16:00,33.5,15.7,10.9,27.3,51.19,Partially cloudy
4/18/2020 17:00,32,14.8,10,27,55.56,Partially cloudy
4/18/2020 18:00,30.6,15.5,10,27,61.7,Partially cloudy
4/18/2020 19:00,29.9,13.1,10.9,27.3,62.69,Partially cloudy
4/18/2020 20:00,29,14.4,10,35.2,74.46,Partially cloudy
4/18/2020 21:00,29,14.4,10,35.2,74.46,Partially cloudy
4/18/2020 22:00,28.9,9.8,10.9,32.8,75.08,Partially cloudy
4/18/2020 23:00,28.6,14.4,10,35.2,78.12,Partially cloudy
4/19/2020 0:00,28,12.2,10,35.2,83.79,Partially cloudy
4/19/2020 1:00,28,13.1,10.9,39.4,83.78,Partially cloudy
4/19/2020 2:00,28,13,10,35.2,83.79,Partially cloudy
4/19/2020 3:00,28,11.5,10,35.2,83.79,Partially cloudy
4/19/2020 4:00,27.5,11.4,10.9,35.6,85.84,Partially cloudy
4/19/2020 5:00,27.6,11.2,10,35.2,85.8,Partially cloudy
4/19/2020 6:00,27.4,14.8,10,27,86.74,Partially cloudy
4/19/2020 7:00,28.9,14.1,10.9,32,79.31,Partially cloudy
4/19/2020 8:00,30,13,10,35.2,74.63,Partially cloudy
4/19/2020 9:00,31.4,14,10,50,67.21,Partially cloudy
4/19/2020 10:00,33.3,11.1,10.9,49.1,58.25,Partially cloudy
4/19/2020 11:00,33.4,9,10,50,56.54,Partially cloudy
4/19/2020 12:00,34.4,7.6,10,88.8,50.33,Overcast
4/19/2020 13:00,35.3,8.2,10.9,49.1,48.05,Partially cloudy
4/19/2020 14:00,35,13.7,10,72.6,51.73,Partially cloudy
4/19/2020 15:00,34.6,17.3,10,50,54.22,Partially cloudy
4/19/2020 16:00,32.9,17.7,10.9,50.9,59.46,Partially cloudy
4/19/2020 17:00,32,14.4,10,50,62.71,Partially cloudy
4/19/2020 18:00,31,15.8,10,27,64.78,Partially cloudy
4/19/2020 19:00,29.9,13.7,10.9,29.2,68.23,Partially cloudy
4/19/2020 20:00,29,15.8,10,27,71.85,Partially cloudy
4/19/2020 21:00,29,13,10,27,74.46,Partially cloudy
4/19/2020 22:00,28.9,14.1,10.9,32,76.68,Partially cloudy
4/19/2020 23:00,28.6,14,10,27,80.94,Partially cloudy
4/20/2020 0:00,28,15.8,10,27,83.79,Partially cloudy
4/20/2020 1:00,28,12.4,10.9,27.3,83.83,Partially cloudy
4/20/2020 2:00,28,11.9,10,27,83.79,Partially cloudy
4/20/2020 3:00,28,9.7,10,27,83.79,Partially cloudy
4/20/2020 4:00,27.9,8.5,10.9,25.4,84.11,Partially cloudy
4/20/2020 5:00,28,11.9,10,27,83.79,Partially cloudy
4/20/2020 6:00,28,8.6,10,27,83.79,Partially cloudy
4/20/2020 7:00,29.3,9.8,10.9,34.7,77.65,Partially cloudy
4/20/2020 8:00,30.4,13,10,50,68.67,Partially cloudy
4/20/2020 9:00,31.4,10.1,10,50,63.29,Partially cloudy
4/20/2020 10:00,33.3,9.5,10.9,41.7,53.83,Partially cloudy
4/20/2020 11:00,34.6,7.6,10,35.2,48.04,Partially cloudy
4/20/2020 12:00,35.1,7.6,10,50,46.98,Partially cloudy
4/20/2020 13:00,35.2,11.4,10.9,84.2,46.78,Overcast
4/20/2020 14:00,35.6,15.5,10,72.6,48.3,Partially cloudy
4/20/2020 15:00,35,16.6,10,50,49.91,Partially cloudy
4/20/2020 16:00,33.5,18.8,10.9,27.3,54.2,Partially cloudy
4/20/2020 17:00,32,19.6,10,27,55.56,Partially cloudy
4/20/2020 18:00,30.6,17.3,10,35.2,63.96,Partially cloudy
4/20/2020 19:00,29.5,16.2,10.9,36.6,74.76,Partially cloudy
4/20/2020 20:00,29,16.9,10,35.2,79.06,Partially cloudy
4/20/2020 21:00,29,13.3,10,35.2,79.06,Partially cloudy
4/20/2020 22:00,28.5,13,10.9,34.7,81.16,Partially cloudy
4/20/2020 23:00,28,9.4,10,35.2,78.92,Partially cloudy
4/21/2020 0:00,28,9,10,35.2,83.79,Partially cloudy
4/21/2020 1:00,28,12.4,10.9,34.7,83.97,Partially cloudy
4/21/2020 2:00,28,12.2,10,35.2,83.79,Partially cloudy
4/21/2020 3:00,28,11.9,10,50,83.79,Partially cloudy
4/21/2020 4:00,27,10.8,10.9,46.2,88.84,Partially cloudy
4/21/2020 5:00,27,5.4,10,50,88.84,Partially cloudy
4/21/2020 6:00,27.4,11.2,10,35.2,88.87,Partially cloudy
4/21/2020 7:00,28.9,12.1,10.9,35.6,79.53,Partially cloudy
4/21/2020 8:00,30.4,14,10,50,72.91,Partially cloudy
4/21/2020 9:00,32,11.6,10,50,62.71,Partially cloudy
4/21/2020 10:00,33.3,10.8,10.9,40.8,52.05,Partially cloudy
4/21/2020 11:00,35,7,10,27,46.97,Partially cloudy
4/21/2020 12:00,35.6,10.1,10,27,44.34,Partially cloudy
4/21/2020 13:00,36.4,10.9,10.9,49.1,43.51,Partially cloudy
4/21/2020 14:00,36,21.6,10,50,44.44,Partially cloudy
4/21/2020 15:00,35,19.2,10,41.9,44.18,Partially cloudy
4/21/2020 16:00,33.9,21.2,10.9,25.4,47.52,Partially cloudy
4/21/2020 17:00,32.6,19.6,10,27,55.08,Partially cloudy
4/21/2020 18:00,31,16.6,10,27,66.38,Partially cloudy
4/21/2020 19:00,29.9,17,10.9,30.1,72.71,Partially cloudy
4/21/2020 20:00,29.6,15.5,10,27,76.39,Partially cloudy
4/21/2020 21:00,29,14.4,10,35.2,79.06,Partially cloudy
4/21/2020 22:00,29,13.4,10.9,39.4,79.27,Partially cloudy
4/21/2020 23:00,29,13.3,10,35.2,80.99,Partially cloudy
4/22/2020 0:00,29,11.9,10,35.2,83.9,Partially cloudy
4/22/2020 1:00,28.5,9.1,10.9,34.7,85.79,Partially cloudy
4/22/2020 2:00,28,8.1,10,35.2,88.91,Partially cloudy
4/22/2020 3:00,28,8.8,10,50,86.8,Partially cloudy
4/22/2020 4:00,27.9,8.5,10.9,46.2,86.02,Partially cloudy
4/22/2020 5:00,27,5.4,10,50,91.01,Partially cloudy
4/22/2020 6:00,28,9.4,10,27,88.91,Partially cloudy
4/22/2020 7:00,29.4,14.1,10.9,53.8,82.18,Partially cloudy
4/22/2020 8:00,30.4,15.8,10,50,75.53,Partially cloudy
4/22/2020 9:00,32,13,10,66.3,66.58,Partially cloudy
4/22/2020 10:00,33.3,14.1,10.9,88,58.38,Overcast
4/22/2020 11:00,33.4,13,10,88.8,56.54,Overcast
4/22/2020 12:00,34,13,10,88.8,52.76,Overcast
4/22/2020 13:00,34.9,14.1,10.9,53.8,48,Partially cloudy
4/22/2020 14:00,34.6,15.1,10,66.3,49.24,Partially cloudy
4/22/2020 15:00,34.6,10.5,10,66.3,48.04,Partially cloudy
4/22/2020 16:00,33.9,10.8,10.9,67.5,51.84,Partially cloudy
4/22/2020 17:00,34,6.3,10,51.4,52.76,Partially cloudy
4/22/2020 18:00,32.2,14.1,10,35.2,62.05,Partially cloudy
4/22/2020 19:00,30.5,17.7,10.9,34.7,73.76,Partially cloudy
4/22/2020 20:00,30,15.5,10,35.2,79.19,Partially cloudy
4/22/2020 21:00,29.6,12.2,10,35.2,81.07,Partially cloudy
4/22/2020 22:00,29,12.4,10.9,48.1,83.66,Partially cloudy
4/22/2020 23:00,29,9.4,10,50,83.9,Partially cloudy
4/23/2020 0:00,29,9.4,10,50,83.9,Partially cloudy
4/23/2020 1:00,28.9,8.8,10.9,46.2,84.12,Partially cloudy
4/23/2020 2:00,29,7.8,10,50,83.9,Partially cloudy
4/23/2020 3:00,29,6.7,10,50,83.9,Partially cloudy
4/23/2020 4:00,28.9,3.9,10.9,50.9,84.03,Partially cloudy
4/23/2020 5:00,29,7,10,50,79.06,Partially cloudy
4/23/2020 6:00,29,11.2,10,50,79.06,Partially cloudy
4/23/2020 7:00,29.9,12.8,10.9,52.8,75.11,Partially cloudy
4/23/2020 8:00,31,16.6,10,50,66.38,Partially cloudy
4/23/2020 9:00,32.8,18.4,10,50,56.39,Partially cloudy
4/23/2020 10:00,33.9,18.2,10.9,52.8,53.28,Partially cloudy
4/23/2020 11:00,35.4,15.8,10,50,45.92,Partially cloudy
4/23/2020 12:00,36.4,11.9,10,88.8,40.88,Overcast
4/23/2020 13:00,36.9,14.1,10.9,84.2,38.15,Overcast
4/23/2020 14:00,37,14.4,10,72.6,42.07,Partially cloudy
4/23/2020 15:00,36.6,17.6,10,50,40.46,Partially cloudy
4/23/2020 16:00,34.9,17.7,10.9,48.1,47.46,Partially cloudy
4/23/2020 17:00,33.6,21.6,10,50,50.79,Partially cloudy
4/23/2020 18:00,32,16.2,10,50,56.95,Partially cloudy
4/23/2020 19:00,31.5,20.1,10.9,34.7,62.6,Partially cloudy
4/23/2020 20:00,30.6,20.7,10,35.2,67.94,Partially cloudy
4/23/2020 21:00,30,22.3,10,35.2,74.63,Partially cloudy
4/23/2020 22:00,29.9,18.1,10.9,37.5,74.95,Partially cloudy
4/23/2020 23:00,30,15.5,10,35.2,74.63,Partially cloudy
4/24/2020 0:00,30,14.8,10,50,74.63,Partially cloudy
4/24/2020 1:00,29.9,16.7,10.9,50,73.32,Partially cloudy
4/24/2020 2:00,29,11.5,10,35.2,74.46,Partially cloudy
4/24/2020 3:00,29,11.6,10,35.2,74.46,Partially cloudy
4/24/2020 4:00,28.9,9.2,10.9,39.4,74.71,Partially cloudy
4/24/2020 5:00,28,7.6,10,35.2,78.92,Partially cloudy
4/24/2020 6:00,29,6.7,10,51.4,76.3,Partially cloudy
4/24/2020 7:00,29.9,6.9,10.9,55,70.88,Partially cloudy
4/24/2020 8:00,31,8.3,10,27,64.78,Partially cloudy
4/24/2020 9:00,33,9.4,10,35.2,54.45,Partially cloudy
4/24/2020 10:00,33.3,11.1,10.9,52.8,53.11,Partially cloudy
4/24/2020 11:00,33.4,10.4,10,50,53.22,Partially cloudy
4/24/2020 12:00,34.4,4.7,10,50,48.54,Partially cloudy
4/24/2020 13:00,36.7,7.9,10.9,54.7,40,Partially cloudy
4/24/2020 14:00,33.2,17.8,10,50,55.22,Partially cloudy
4/24/2020 15:00,30,16,8.8,50,65.43,Partially cloudy
4/24/2020 16:00,29,12.1,10.9,54.7,69.49,Partially cloudy
4/24/2020 17:00,29,3.9,8,50,74.46,Partially cloudy
4/24/2020 18:00,29,1.5,8,50,74.46,Partially cloudy
4/24/2020 19:00,29.3,3.3,9.9,54.7,73.96,Rain
4/24/2020 20:00,30,7.6,10,50,70.28,Partially cloudy
4/24/2020 21:00,29,5.4,10,25,74.46,Clear
4/24/2020 22:00,28,3.3,10.9,35.6,81.37,Partially cloudy
4/24/2020 23:00,29,10.8,10,35.2,77.16,Partially cloudy
4/25/2020 0:00,27,7,10,35.2,86.71,Partially cloudy
4/25/2020 1:00,26.5,6.9,10.9,35.6,84.77,Partially cloudy
4/25/2020 2:00,26.6,6,10,35.2,80.69,Partially cloudy
4/25/2020 3:00,26,6.7,10,35.2,88.76,Partially cloudy
4/25/2020 4:00,26,4.9,10.9,34.7,88.61,Partially cloudy
4/25/2020 5:00,26,7.6,10,35.2,88.76,Partially cloudy
4/25/2020 6:00,26.4,4.3,10,27,86.65,Partially cloudy
4/25/2020 7:00,28.3,1,9.1,27.3,77.72,Partially cloudy
4/25/2020 8:00,30,2.5,8,27,70.29,Partially cloudy
4/25/2020 9:00,32,5.4,8,27,61.2,Partially cloudy
4/25/2020 10:00,33.8,3,9.1,34.7,52.53,Partially cloudy
4/25/2020 11:00,34,7.8,10,50,46.7,Partially cloudy
4/25/2020 12:00,36,10.8,10,50,37.88,Partially cloudy
4/25/2020 13:00,36.2,9.5,10.9,48.1,37.43,Partially cloudy
4/25/2020 14:00,36.6,4.3,10,50,36.67,Partially cloudy
4/25/2020 15:00,32.1,26.4,9.2,50,54.94,Partially cloudy
4/25/2020 16:00,26.4,16.1,8.2,73.3,89.82,Partially cloudy
4/25/2020 17:00,27.6,11.9,8.8,50,80.81,Partially cloudy
4/25/2020 18:00,26,6.7,10,66.3,86.61,Partially cloudy
4/25/2020 19:00,26.7,3.3,10.9,68.5,83.55,Rain
4/25/2020 20:00,27,3.6,10,66.3,83.68,Partially cloudy
4/25/2020 21:00,27,8.3,10,66.3,88.84,Partially cloudy
4/25/2020 22:00,27.1,3.6,10.9,54.7,83.22,Partially cloudy
4/25/2020 23:00,26.6,1.1,10,50,85.7,Partially cloudy
4/26/2020 0:00,26,1.1,10,50,88.76,Partially cloudy
4/26/2020 1:00,26.1,3,10.9,41.2,88.27,Partially cloudy
4/26/2020 2:00,26,5.4,10,35.2,83.56,Partially cloudy
4/26/2020 3:00,26,6,10,35.2,88.76,Partially cloudy
4/26/2020 4:00,26.1,4.2,10.9,37.5,88.32,Partially cloudy
4/26/2020 5:00,26,3.6,10,35.2,88.76,Partially cloudy
4/26/2020 6:00,26,1.8,9.6,51.4,88.76,Partially cloudy
4/26/2020 7:00,27.4,2.9,9.7,40.3,77.19,Partially cloudy
4/26/2020 8:00,30.4,4.3,10,14.8,63.08,Clear
4/26/2020 9:00,31.4,5.4,10,0,57.47,Clear
4/26/2020 10:00,32.9,6.4,10.9,35.6,53.25,Partially cloudy
4/26/2020 11:00,33.6,6.7,10,66.3,50.79,Partially cloudy
4/26/2020 12:00,35,5.2,10,88.8,48.69,Overcast
4/26/2020 13:00,34.9,6.1,10.9,85.2,47.54,Overcast
4/26/2020 14:00,35,5.2,10,72.6,45.29,Partially cloudy
4/26/2020 15:00,33.6,12.3,8,50,53.37,Partially cloudy
4/26/2020 16:00,27.6,20.8,9.9,52.8,81.97,Partially cloudy
4/26/2020 17:00,25,14,4.6,29.7,94.19,Partially cloudy
4/26/2020 18:00,25,15.2,8,66.3,100,Partially cloudy
4/26/2020 19:00,25.5,3.6,12,88,95.97,Rain
4/26/2020 20:00,25.6,4.3,10,66.3,96.53,Partially cloudy
4/26/2020 21:00,26,4.7,10,66.3,94.23,Partially cloudy
4/26/2020 22:00,26,2.3,10.9,54.1,93.6,Partially cloudy
4/26/2020 23:00,26,3.2,10,51.4,94.23,Partially cloudy
4/27/2020 0:00,26,1.1,9.2,51.4,94.23,Partially cloudy
4/27/2020 1:00,25.6,3.3,9.1,37.5,95.94,Partially cloudy
4/27/2020 2:00,25,3.6,8,35.2,94.19,Partially cloudy
4/27/2020 3:00,25,2.5,8,35.2,94.19,Partially cloudy
4/27/2020 4:00,25,6.9,8.4,34.7,99.33,Partially cloudy
4/27/2020 5:00,25,3.9,3,35.2,94.19,Partially cloudy
4/27/2020 6:00,25,1.8,2.4,50,96.51,Partially cloudy
4/27/2020 7:00,25.5,2.6,5.5,53.8,97.34,Partially cloudy
4/27/2020 8:00,26.8,1.8,6.4,35.2,89.82,Partially cloudy
4/27/2020 9:00,29.4,2.9,8,35.2,75.37,Partially cloudy
4/27/2020 10:00,32.2,1.6,9.1,32,54.28,Partially cloudy
4/27/2020 11:00,33.4,3.6,8,27,47.09,Partially cloudy
4/27/2020 12:00,35,7.8,10,35.2,41.54,Partially cloudy
4/27/2020 13:00,34,11.1,10.9,88.9,49.65,Overcast
4/27/2020 14:00,34.6,9.7,10,88.8,45.19,Overcast
4/27/2020 15:00,34,8.5,10,88.8,45.03,Overcast
4/27/2020 16:00,33.9,12.5,10.2,53.8,47.8,Partially cloudy
4/27/2020 17:00,28.2,25.5,7.6,50,75.32,Partially cloudy
4/27/2020 18:00,28,10.4,8,66.3,80.87,Partially cloudy
4/27/2020 19:00,28,11.7,9.9,53.8,78.43,Rain
4/27/2020 20:00,27.4,6.3,10,50,81.7,Partially cloudy
4/27/2020 21:00,29,8.3,10,50,72.67,Partially cloudy
4/27/2020 22:00,28.3,6.9,10.9,37.5,75.2,Partially cloudy
4/27/2020 23:00,28,4.3,10,35.2,83.79,Partially cloudy
4/28/2020 0:00,28,9,10,35.2,83.79,Partially cloudy
4/28/2020 1:00,27.1,11.1,10.9,39.4,83.83,Partially cloudy
4/28/2020 2:00,26.4,5.4,10,35.2,86.65,Partially cloudy
4/28/2020 3:00,25.6,6.7,9.2,51.4,87.73,Partially cloudy
4/28/2020 4:00,26.2,4.9,9.1,68.5,92.73,Partially cloudy
4/28/2020 5:00,26,7.6,8,66.3,94.23,Partially cloudy
4/28/2020 6:00,26,6.7,8,35.2,94.23,Partially cloudy
4/28/2020 7:00,27.4,9.2,9.1,28.2,79.92,Partially cloudy
4/28/2020 8:00,29.4,2.9,8,27,70.98,Partially cloudy
4/28/2020 9:00,30.4,3.6,8.8,27,64.65,Partially cloudy
4/28/2020 10:00,32.9,2.9,10.9,27.3,53.59,Partially cloudy
4/28/2020 11:00,34,2.5,10,50,45.55,Partially cloudy
4/28/2020 12:00,35.4,5.2,10,50,40.61,Partially cloudy
4/28/2020 13:00,35.3,10.5,10.9,49.1,42.59,Partially cloudy
4/28/2020 14:00,36,9.7,10,88.8,39.3,Overcast
4/28/2020 15:00,35,11.2,10,50,46.97,Partially cloudy
4/28/2020 16:00,30.3,12.8,8,49.1,68.09,Partially cloudy
4/28/2020 17:00,27,9.9,8,66.3,83.68,Partially cloudy
4/28/2020 18:00,28,6.7,10,66.3,76.15,Partially cloudy
4/28/2020 19:00,28.2,5.9,10.9,65.7,79.23,Partially cloudy
4/28/2020 20:00,28,2.5,10,66.3,83.79,Partially cloudy
4/28/2020 21:00,29,14,10,66.3,65.97,Partially cloudy
4/28/2020 22:00,29,14.1,10.9,67.5,65.91,Partially cloudy
4/28/2020 23:00,29,14,10,66.3,65.97,Partially cloudy
4/29/2020 0:00,29,13,10,66.3,65.97,Partially cloudy
4/29/2020 0:00,29,13,10,66.3,65.97,Partially cloudy
4/29/2020 1:00,28,11.5,10.9,67.5,70,Partially cloudy
4/29/2020 2:00,28,10.8,10,66.3,69.92,Partially cloudy
4/29/2020 3:00,27,8.6,10,50,74.14,Partially cloudy
4/29/2020 4:00,27,7.5,10.9,48.1,78.25,Partially cloudy
4/29/2020 5:00,26,5.4,10,50,83.56,Partially cloudy
4/29/2020 6:00,26.4,5.4,10,50,83.61,Partially cloudy
4/29/2020 7:00,28.3,4.3,10.9,35.6,77.14,Partially cloudy
4/29/2020 8:00,29.4,6.3,10,35.2,72.74,Partially cloudy
4/29/2020 9:00,31.4,6,10,14.8,58.13,Clear
4/29/2020 10:00,32.3,3.9,10.9,39.4,48.64,Partially cloudy
4/29/2020 11:00,34,7.6,10,35.2,38.76,Partially cloudy
4/29/2020 12:00,35,9,10,35.2,37.61,Partially cloudy
4/29/2020 13:00,35.9,8.2,10.9,39.4,32.51,Partially cloudy
4/29/2020 14:00,36.4,4.3,10,66.3,33.93,Partially cloudy
4/29/2020 15:00,35.4,6.7,10,88.8,35.85,Overcast
4/29/2020 16:00,34,15,10.9,86.1,44.45,Overcast
4/29/2020 17:00,33.6,11.9,10,50,46.6,Partially cloudy
4/29/2020 18:00,32.1,9.4,10,50,52.28,Partially cloudy
4/29/2020 19:00,31.9,13.4,10.9,48.1,53.36,Partially cloudy
4/29/2020 20:00,30.6,20.5,10,35.2,58.05,Partially cloudy
4/29/2020 21:00,30,18.4,10,27,62.28,Partially cloudy
4/29/2020 22:00,29.9,15.1,10.9,25.4,63.02,Partially cloudy
4/29/2020 23:00,29,16.6,10,27,64.36,Partially cloudy
4/30/2020 0:00,29,17.6,10,35.2,63.62,Partially cloudy
4/30/2020 1:00,28.6,11.8,10.9,32.8,67.98,Partially cloudy
4/30/2020 2:00,27.6,9.4,10,35.2,76.09,Partially cloudy
4/30/2020 3:00,28,7.6,10,35.2,74.3,Partially cloudy
4/30/2020 4:00,26.7,8.2,10.9,31.9,80.6,Partially cloudy
4/30/2020 5:00,26.6,5.4,10,35.2,80.69,Partially cloudy
4/30/2020 6:00,27.4,2.1,10,35.2,78.84,Partially cloudy
4/30/2020 7:00,29.3,1.3,10.9,30.1,71.57,Partially cloudy
